datetime,tempmax,tempmin,precip,precipcover,snow,snowdepth,cloudcover,solarradiation,solarenergy
2022-01-14,47.8,25.1,0,0,0,4.9,7.8,131.3,11.4
2022-01-15,45.2,18.3,0,0,0,3.8,0,136.2,11.8
2022-01-16,45.5,16.5,0,0,0,3,0,136.4,11.6
2022-01-17,43,13.1,0,0,0,2,0,115.8,10.1
2022-01-18,46.1,17.6,0,0,0,2,25.8,120.2,10.3
2022-01-19,44.1,19.8,0,0,0,2,0,128.2,11.3
2022-01-20,45,16.6,0,0,0,2,0,139.9,12
2022-01-21,39.1,17.3,0,0,0.1,1.8,58.6,59.3,5.2
2022-01-22,48.6,21.6,0,0,0,1.2,20.9,139.5,12.1
2022-01-23,47.9,15.6,0,0,0,1.2,0,142.6,12.3
2022-01-24,47.2,18.7,0,0,0,1.2,0,146.8,12.7
2022-01-25,44.2,15.5,0,0,0,1.2,37.5,107.9,9.4
2022-01-26,41.2,19.6,0,0,0,0.9,47.6,145.3,12.5
2022-01-27,39.9,12.2,0,0,0,0.1,0,151.7,13.1
2022-01-28,40.3,8.3,0,0,0,0,0,151.6,13
2022-01-29,45.5,9.8,0,0,0,0,0,155.8,13.4
2022-01-30,44.1,14,0,0,0,0,0,144.7,12.5
2022-01-31,47.1,12.8,0,0,0,0,0,141.3,12.3
2022-02-01,41.3,21.3,0,0,1.2,0.4,61.1,75.8,6.6
2022-02-02,33,18,0.024,8.33,0.7,1,52.4,156.4,13.6
2022-02-03,30.9,3.5,0,0,1.6,1.5,0,138.4,12.2
2022-02-04,35.1,2.8,0,0,0,2,0,165.3,14.3
2022-02-05,41.1,5.4,0,0,0,2,0,168,14.6
2022-02-06,46,10.1,0,0,0,1.8,0,169.4,14.6
2022-02-07,44.3,9.5,0,0,0,1,0,172.2,14.8
2022-02-08,55.6,14.2,0,0,0,0.1,0,173.1,14.9
2022-02-09,53.4,15,0,0,0,0,0,155,13.4
2022-02-10,54.8,20,0,0,0,0,0,162,13.9
2022-02-11,58.9,20.4,0,0,0,0,0,180.5,15.5
2022-02-12,49,19,0,0,0,0,0,181.3,15.7
2022-02-13,53.1,15.6,0,0,0,0,0,185.9,16.1
2022-02-14,55.1,14.4,0,0,0,0,0,184.2,16
2022-02-15,56,23.2,0,0,0,0,1.1,153.8,13.3
2022-02-16,47.1,26.4,0.073,12.5,0.9,0.3,80.5,128.1,11
2022-02-17,43,20.3,0.012,4.17,0.6,1,29.6,195.8,16.7
2022-02-18,48.9,13.7,0,0,0,0.4,0,195.9,16.8
2022-02-19,51.2,14.4,0,0,0,0,0,198.3,17.1
2022-02-20,55.8,15.8,0,0,0,0,0,193.8,16.8
2022-02-21,43.8,31.5,0.037,12.5,2.1,0.7,63.3,46.5,4.1
2022-02-22,40.3,27.8,0.175,41.67,1.7,3.1,99.5,108.7,9.5
2022-02-23,36.2,22.7,0.186,29.17,1.7,3,99.2,63.2,5.4
2022-02-24,29.9,8.1,0.034,12.5,0.5,3.5,59.7,143.2,12.7
2022-02-25,37,7.1,0,0,0.2,2.5,4.5,199.7,17.4
2022-02-26,37.2,6.8,0,0,0,1.7,0,215.7,18.8
2022-02-27,44.2,10.4,0,0,0,1.1,0,215.4,18.5
2022-02-28,51.3,18.3,0,0,0.3,0.6,0,214.8,18.4
2022-03-01,58.3,21.9,0,0,0.1,0.3,0,220,19
2022-03-02,63.3,23.5,0,0,0,0.8,0,223,19.3
2022-03-03,67.7,26,0,0,0,1.4,0,183.9,15.9
2022-03-04,56.6,33.2,0,0,0.8,0.2,70.4,102.6,8.9
2022-03-05,45,31.3,0.081,16.67,1.3,0.8,99.2,81.1,7.1
2022-03-06,34.9,22,0.043,20.83,0.8,1.4,85.7,117.2,10.2
2022-03-07,34.7,19.9,0,0,0.7,1.4,71.6,130.7,11.4
2022-03-08,38.9,16.3,0,0,1.7,1.5,5.8,229.1,19.8
2022-03-09,44.8,24,0,0,1,1.2,81.1,173.5,15
2022-03-10,36.4,23.2,0.094,33.33,1.1,1.5,71.7,122.5,10.6
2022-03-11,39.9,16.5,0,0,1.7,1.1,0,235.8,20.5
2022-03-12,48,17.6,0,0,0,0.1,0,235.5,20.4
2022-03-13,54.8,19,0,0,0.8,0.3,12.7,231.6,19.3
2022-03-14,55,26.8,0,0,0.5,0.9,17.3,245.8,21.3
2022-03-15,58.3,20.5,0,0,0,0.1,0,244.2,21.1
2022-03-16,59.9,28.5,0,0,0,0,36.3,193.5,16.7
2022-03-17,48.9,29.3,0,0,0,0,9.9,251.4,21.6
2022-03-18,55.1,20.3,0,0,0,0,10.5,245.8,21.2
2022-03-19,57,19.6,0,0,0,0,0,205.8,17.9
2022-03-20,55.3,40.2,0,0,0,0,58.5,77.3,6.6
2022-03-21,52,31.6,0.062,8.33,0.1,0,42.4,239.5,20.8
2022-03-22,48.9,27,0,0,0,0,1.2,234.1,20.1
2022-03-23,55.8,20.4,0,0,0,0,0,265.3,22.8
2022-03-24,65.8,24.4,0,0,0,0,0,262.8,22.6
2022-03-25,69.3,27.7,0,0,0,0,0,264.4,22.7
2022-03-26,74.7,28.4,0,0,0,0,0,264.6,22.8
2022-03-27,73.9,29.2,0,0,0,0,0,260.6,22.6
2022-03-28,67.1,32.5,0.019,4.17,0,0,39.1,167.5,14.5
2022-03-29,46.7,33.7,0.548,54.17,0.4,0,99.4,204.6,17.7
2022-03-30,53.1,35.2,0.025,8.33,0,0,60.2,216.4,18.7
2022-03-31,57.2,27.9,0.001,4.17,0,0,27.9,230,19.8
2022-04-01,58.3,35.7,0.013,8.33,0,0,33.9,278.1,24.1
2022-04-02,66,26.5,0,0,0,0,11.9,280.2,24.2
2022-04-03,64.2,39.2,0,0,0,0,50.8,179.8,15.5
2022-04-04,64.1,41.8,0.001,4.17,0,0,25.6,271.4,23.5
2022-04-05,70.7,33.3,0,0,0,0,7.2,267.8,23.2
2022-04-06,52.2,29.7,0,0,0,0,0,283.8,24.5
2022-04-07,61.3,21.3,0,0,0,0,0,284.6,24.4
2022-04-08,68.4,26.4,0,0,0,0,0,282.3,24.3
2022-04-09,71,27.8,0,0,0,0,1.1,245.3,21
2022-04-10,63,40.7,0,0,0,0,8.3,230.4,19.9
2022-04-11,65,26.8,0,0,1.2,0.4,24,232.9,20
2022-04-12,54.2,28.3,0.299,16.67,0.7,1.4,73.1,174.3,15
2022-04-13,46,22.6,0,0,0,0.6,43.9,269,23.4
2022-04-14,57,20,0,0,0,0,5.2,272.8,23.5
2022-04-15,65.8,30.7,0,0,0,0,0,283,24.4
2022-04-16,69.3,33,0,0,0,0,6.9,270.9,23.3
2022-04-17,69.2,32.6,0,0,0,0,0,291.6,25.2
2022-04-18,75,29.1,0,0,0,0,0,256.7,22
2022-04-19,76,39.6,0,0,0,0,4.8,236.1,20.5
2022-04-20,73.1,38.9,0,0,0,0,0,295.8,25.7
2022-04-21,76.1,35.2,0,0,0,0,0,294.1,25.4
2022-04-22,67,43.1,0,0,0,0,47.7,167.7,14.5
2022-04-23,52.4,32.3,0.012,4.17,0,0,77.7,180,15.3
2022-04-24,54,21,0,0,0,0,28.1,196.4,16.9
2022-04-25,61.4,23.8,0,0,0,0,0,301.2,26.1
2022-04-26,72,27.6,0,0,0,0,0,264,22.8
2022-04-27,74.6,42.7,0,0,0,0,2.2,281.6,24.3
2022-04-28,71.1,36.1,0,0,0,0,0,281.1,24.2
2022-04-29,62.1,39.3,0,0,0,0,0,301.3,26
2022-04-30,68.4,26.3,0,0,0,0,0,305.1,26.6
2022-05-01,74.9,32.2,0,0,0,0,16.7,292.7,25.3
2022-05-02,68.1,34.3,0,0,0,0,10.5,305.6,26.6
2022-05-03,71.8,38.6,0,0,0,0,10.1,203.4,17.9
2022-05-04,56.7,25.6,0,0,0,0,28.2,291.2,25.1
2022-05-05,70.1,27,0,0,0,0,0,309.1,26.7
2022-05-06,81.2,36.8,0,0,0,0,0,299.8,26
2022-05-07,82.9,44.3,0,0,0,0,0,292,25.3
2022-05-08,77.1,52.7,0,0,0,0,25.3,299.5,26
2022-05-09,73,47.7,0,0,0,0,6.6,306.8,26.6
2022-05-10,78.2,41.2,0,0,0,0,0,306.7,26.5
2022-05-11,77.9,43.6,0,0,0,0,0.1,209.2,18
2022-05-12,63.3,34.9,0,0,0,0,0.2,353.5,30.5
2022-05-13,72.3,29.6,0,0,0,0,0,345.4,29.7
2022-05-14,80.2,32.9,0,0,0,0,0,358,30.8
2022-05-15,85.9,37.5,0,0,0,0,0,340,29.3
2022-05-16,83.8,42.1,0,0,0,0,0,282.2,24.4
2022-05-17,83.8,40.7,0,0,0,0,0,338.8,29.1
2022-05-18,83,44.5,0,0,0,0,0,345.3,29.8
2022-05-19,84.8,41,0,0,0,0,0,289.8,25
2022-05-20,71,50.2,0,0,0,0,42.7,306.2,26.3
2022-05-21,67.4,46.1,0,0,0,0,83.3,336,29
2022-05-22,73,39.6,0,0,0,0,29.1,316.2,27.3
2022-05-23,62.3,50.7,0,0,0,0,39.7,168.3,14.4
2022-05-24,68.2,31.7,0,0,0,0,5.7,327.5,28.3
2022-05-25,77.1,33.9,0,0,0,0,0,347.4,30
2022-05-26,85.1,39,0,0,0,0,0,363.2,31.4
2022-05-27,86.9,41.1,0,0,0,0,0,342.6,29.7
2022-05-28,81.1,54.2,0,0,0,0,0,305.8,26.4
2022-05-29,73.9,49.2,0,0,0,0,33.9,266.2,23.1
2022-05-30,67,30,0,0,0,0,16.7,311.7,26.8
2022-05-31,72.2,32,0,0,0,0,0.1,359.9,31
2022-06-01,78.2,34.9,0,0,0,0,0,350.1,30.5
2022-06-02,82.4,37.7,0,0,0,0,0,365.6,31.6
2022-06-03,83.1,41.5,0,0,0,0,0,330.5,28.6
2022-06-04,82.1,40.9,0,0,0,0,0,316.6,27.2
2022-06-05,83.1,53,0,0,0,0,3.4,319.6,27.6
2022-06-06,87.2,46.5,0,0,0,0,9.1,331,28.5
2022-06-07,88.2,50.3,0,0,0,0,3.3,345.9,29.9
2022-06-08,92,48,0,0,0,0,0,365.3,31.5
2022-06-09,92,55.8,0,0,0,0,0,349.6,30.4
2022-06-10,94.2,48.4,0,0,0,0,0,369.2,31.8
2022-06-11,94.8,53.8,0,0,0,0,0,340.8,29.3
2022-06-12,91,56.5,0,0,0,0,1.1,318.7,27.6
2022-06-13,89.9,56.3,0,0,0,0,30.9,321.1,27.8
2022-06-14,81.4,56.6,0,0,0,0,8.4,363.5,31.4
2022-06-15,85.4,42.5,0,0,0,0,0,361.2,31.2
2022-06-16,95.4,41.8,0,0,0,0,0,353.1,30.4
2022-06-17,90.1,63.2,0,0,0,0,21.6,241.1,21
2022-06-18,79.6,58.2,0.343,20.83,0,0,57.6,162.8,14
2022-06-19,73.7,58.1,0.039,12.5,0,0,46.4,241.5,20.8
2022-06-20,78.2,47.2,0,0,0,0,0,377,32.7
2022-06-21,86.4,40.4,0,0,0,0,0,345.6,29.9
2022-06-22,77.7,62.2,0,0,0,0,40.8,247.5,21.3
2022-06-23,82.9,60.4,0.078,8.33,0,0,51.4,290.9,25.2
2022-06-24,85,54.2,0,0,0,0,8.5,328.6,28.4
2022-06-25,89,49.4,0,0,0,0,19.6,252.1,21.8
2022-06-26,78.3,56.5,0.4,33.33,0,0,64.2,172.3,14.9
2022-06-27,80.8,48.9,0.14,8.33,0,0,4,347.5,30.1
2022-06-28,81.8,56,0,0,0,0,8,292.3,25.3
2022-06-29,89,51.2,0,0,0,0,1.1,347.3,30
2022-06-30,84.9,60.8,0.012,4.17,0,0,44.6,184,15.8
2022-07-01,83.9,57.4,0.002,4.17,0,0,21.3,241.8,20.8
2022-07-02,88.1,54.4,0,0,0,0,7.1,323,27.7
2022-07-03,83.5,65.9,0.014,16.67,0,0,66.1,222.2,19.4
2022-07-04,85.4,56.1,0,0,0,0,25.5,303.1,25.9
2022-07-05,78,63,0.07,8.33,0,0,48.8,175.4,15.1
2022-07-06,81.6,52.8,0,0,0,0,0.1,241.4,20.7
2022-07-07,89,54.9,0.039,4.17,0,0,17.8,323.1,27.9
2022-07-08,92.2,47.7,0,0,0,0,0,324.6,27.9
2022-07-09,96.2,51.8,0,0,0,0,1.1,318.9,27.4
2022-07-10,94,60.7,0,0,0,0,3.7,318.1,27.4
2022-07-11,95.4,58.7,0,0,0,0,3.3,284.5,24.4
2022-07-12,91.4,57.7,0,0,0,0,10.5,307,26.6
2022-07-13,90.9,56.8,0,0,0,0,5.9,308.2,26.5
2022-07-14,95.2,60.8,0.001,4.17,0,0,15.3,318.3,27.5
2022-07-15,92.1,61.5,0,0,0,0,14.8,309.6,26.5
2022-07-16,94,62.6,0,0,0,0,3.4,285.4,24.6
2022-07-17,97.6,58.2,0,0,0,0,7.5,316.5,27.3
2022-07-18,93.1,64.6,0,0,0,0,17.9,306.8,26.4
2022-07-19,96.2,60,0,0,0,0,1.1,299.6,25.8
2022-07-20,95.8,59.9,0,0,0,0,4.3,275.5,23.8
2022-07-21,98,58,0,0,0,0,8,299.6,25.7
2022-07-22,99.4,56.6,0,0,0,0,0,268.9,23.1
2022-07-23,97.3,65.5,0.018,8.33,0,0,9.9,290.5,25.2
2022-07-24,86.4,65.2,0.061,16.67,0,0,52,168.3,14.4
2022-07-25,84.8,62.6,0.012,4.17,0,0,44.3,283.1,24.6
2022-07-26,81.7,61,0.012,4.17,0,0,45.6,188.2,16.5
2022-07-27,83.9,60.2,0,0,0,0,53.3,199.3,17.4
2022-07-28,81.7,59.2,0.093,12.5,0,0,55.9,215.5,18.5
2022-07-29,74,61.3,0.011,20.83,0,0,85.1,178,15.4
2022-07-30,79.3,59.9,0.117,12.5,0,0,84.3,178.6,15.5
2022-07-31,79.1,59.9,0.001,4.17,0,0,53.3,223.2,19.2
2022-08-01,87.1,60.8,0.058,8.33,0,0,25,260,22.4
2022-08-02,90.9,58.5,0,0,0,0,6.2,284.7,24.6
2022-08-03,93.8,58.8,0,0,0,0,22.3,265.6,22.9
2022-08-04,91,61.2,0.107,16.67,0,0,19.7,279.3,24.1
2022-08-05,86.8,62.6,0.003,8.33,0,0,22.7,249.4,21.7
2022-08-06,90.1,55.9,0,0,0,0,17.2,289.5,25.2
2022-08-07,89.4,60.4,0,0,0,0,15.3,294.9,25.4
2022-08-08,88.3,56.5,0.352,4.17,0,0,20.7,274.3,23.7
2022-08-09,87.2,56.6,0,0,0,0,17.2,235.4,20.6
2022-08-10,86.3,58.5,0.105,8.33,0,0,35.8,232.3,20
2022-08-11,89.1,58.2,0.012,4.17,0,0,27.3,217.3,18.6
2022-08-12,88.7,59,0,0,0,0,22.3,264.4,22.9
2022-08-13,87.6,56.6,0,0,0,0,11.8,283.6,24.5
2022-08-14,89.1,60.5,0,0,0,0,39.6,281.4,24.3
2022-08-15,82,62.3,0.611,25,0,0,39.6,259.5,22.4
2022-08-16,83.1,59.6,0.36,12.5,0,0,25.6,269.5,23.2
2022-08-17,82.7,60.9,0,0,0,0,39.2,284.7,24.7
2022-08-18,83.2,60,0,0,0,0,23.5,231.5,19.9
2022-08-19,77.9,62.6,0,0,0,0,70,143,12.4
2022-08-20,78.6,59.8,0,0,0,0,81.6,142.5,12.4
2022-08-21,79.4,55,0,0,0,0,25.9,211.4,18.1
2022-08-22,83.2,51.7,0,0,0,0,24.2,253.1,21.9
2022-08-23,82.6,53.4,0,0,0,0,9.8,234.9,20.3
2022-08-24,85.5,52.8,0.012,4.17,0,0,22.6,208.9,18
2022-08-25,79.9,60.1,0.024,12.5,0,0,57.2,189.9,16.5
2022-08-26,73.5,57.9,0.577,45.83,0,0,69.8,159.2,13.7
2022-08-27,81.3,51.5,0,0,0,0,2.4,261.1,22.6
2022-08-28,84,51,0,0,0,0,3.4,231.2,19.8
2022-08-29,88.9,49.2,0,0,0,0,2.3,258.8,22.2
2022-08-30,90,55,0,0,0,0,10.4,260.2,22.4
2022-08-31,87.7,61.5,0,0,0,0,11.9,245.6,21.3
2022-09-01,88.8,55.8,0,0,0,0,5.2,249.6,21.7
2022-09-02,93.8,50.3,0,0,0,0,0.1,260.3,22.6
2022-09-03,89,55.2,0,0,0,0,6.2,251.9,21.8
2022-09-04,87.4,50.9,0,0,0,0,0,256.4,22.1
2022-09-05,96.2,51.6,0,0,0,0,0,257.7,22.2
2022-09-06,93.9,54.1,0,0,0,0,2.1,235.8,20.4
2022-09-07,92,53.7,0,0,0,0,0,253.5,21.9
2022-09-08,91.2,51.6,0,0,0,0,0,212.5,18.4
2022-09-09,91.2,51.4,0,0,0,0,4.2,236.7,20.5
2022-09-10,83.1,60.8,0,0,0,0,25.1,200.9,17.3
2022-09-11,84.1,50.7,0,0,0,0,3.8,227,19.6
2022-09-12,84,49.8,0,0,0,0,0,221.3,19
2022-09-13,74.9,56.4,0.024,8.33,0,0,52.1,159,13.6
2022-09-14,66.9,54.7,0.128,37.5,0,0,92,95.3,8.2
2022-09-15,74.6,48.8,0,0,0,0,28.9,246.3,21.4
2022-09-16,78.2,45.2,0,0,0,0,17.6,229.5,19.6
2022-09-17,80.2,45.8,0,0,0,0,4.8,243.7,21
2022-09-18,83.2,42.6,0,0,0,0,0.1,241.6,20.9
2022-09-19,83.9,49,0,0,0,0,16.6,250.2,21.5
2022-09-20,79.3,47.6,0,0,0,0,29.1,120.9,10.5
2022-09-21,68.2,54.2,0.226,29.17,0,0,72.6,76,6.6
2022-09-22,72.3,56.9,0.43,41.67,0,0,67.5,166.8,14.2
2022-09-23,74.2,49.3,0,0,0,0,25.5,236,20.6
2022-09-24,77.3,42.2,0,0,0,0,0,238.1,20.8
2022-09-25,79.2,40.6,0,0,0,0,0.1,233.3,20.3
2022-09-26,79.7,46,0,0,0,0,0.1,241.3,20.8
2022-09-27,80.6,45.4,0,0,0,0,4.9,234.8,20.4
2022-09-28,78.4,47.3,0,0,0,0,18.3,208,18.2
2022-09-29,77.4,49.3,0,0,0,0,23.7,209.8,18.1
2022-09-30,77.2,42.4,0.051,8.33,0,0,27.2,213,18.6
2022-10-01,72.9,50.9,0.01,4.17,0,0,65.5,133.2,11.7
2022-10-02,68,49.4,0.503,45.83,0,0,63.2,155.3,13.3
2022-10-03,64.8,45,0.054,4.17,0,0,22.3,197.9,17
2022-10-04,70.8,39.7,0.03,8.33,0,0,8.7,224,19.4
2022-10-05,65.5,40.6,0.239,16.67,0,0,46.9,129.1,11.1
2022-10-06,65.1,46,0,0,0,0,64.4,166.5,14.3
2022-10-07,68.6,41.5,0.07,4.17,0,0,34.5,231.5,20.2
2022-10-08,68,41.6,0.012,4.17,0,0,24.6,173.8,15.1
2022-10-09,67.7,40.2,0.196,8.33,0,0,24.4,208.5,18
2022-10-10,69.1,38.9,0,0,0,0,5.7,201.8,17.6
2022-10-11,70.3,38.2,0,0,0,0,0,205.5,17.8
2022-10-12,74,36.2,0,0,0,0,0,207.8,18
2022-10-13,74.1,37.4,0,0,0,0,0,204.3,17.7
2022-10-14,71.3,31.7,0,0,0,0,0,206.5,17.8
2022-10-15,72.4,32.1,0,0,0,0,0,202.7,17.5
2022-10-16,63.1,41.3,0.036,16.67,0,0,75.9,94.4,8.1
2022-10-17,61.7,35.5,0,0,0,0,24,198.3,16.9
2022-10-18,65.3,33.9,0,0,0,0,0,189.2,16.3
2022-10-19,70.2,33.4,0,0,0,0,0,190.5,16.5
2022-10-20,69.5,32.5,0,0,0,0,0,192.3,16.4
2022-10-21,68.4,30.8,0,0,0,0,0,184.8,15.8
2022-10-22,69,33.1,0,0,0,0,7,170.9,14.7
2022-10-23,59.1,34.2,0.065,16.67,0,0,75.8,114.3,9.8
2022-10-24,43.8,29,0,0,0.2,0,32.5,187.4,16.1
2022-10-25,53.4,22.6,0,0,0,0,0,183.9,15.7
2022-10-26,58,31.7,0,0,1.2,0.4,31,166,14.3
2022-10-27,45,24.7,0.018,8.33,0.8,1.4,58.9,133.2,11.4
2022-10-28,52.4,18.2,0,0,0,0.1,0,179.3,15.4
2022-10-29,56.9,20.8,0,0,0,0,5.2,169.9,14.6
2022-10-30,57.1,24.4,0,0,0,0,0,163,14.1
2022-10-31,58.4,24.2,0,0,0,0,0,172.3,14.8
2022-11-01,62.1,23.4,0,0,0,0,6.2,137,11.8
2022-11-02,62,38.9,0.012,4.17,0,0,22.5,160.9,13.7
2022-11-03,51,32.4,0.267,45.83,0.8,0.2,89.2,53.6,4.7
2022-11-04,39.9,27.8,0.007,8.33,0.5,0.9,60.7,146.5,12.6
2022-11-05,49.2,22.4,0,0,0,0.1,0,131.8,11.3
2022-11-06,61,29.1,0,0,0,0,32,156.2,13.9
2022-11-07,63.9,37.4,0,0,0,0,0,149.9,12.9
2022-11-08,64.1,40.8,0,0,0,0,0,158,13.6
2022-11-09,59.2,30.3,0.05,12.5,0.8,0.2,46.8,83.4,7.3
2022-11-10,40,19.3,0,0,0.5,0.7,22.4,131.2,11.2
2022-11-11,42.1,16.1,0,0,0,0.6,2.1,155.7,13.5
2022-11-12,45.4,15.8,0,0,0,0,0,140.3,12
2022-11-13,50.3,18.4,0,0,0,0,39.2,103.5,8.8
2022-11-14,41.3,19.4,0,0,0,0.2,8.5,159.7,13.8
2022-11-15,38.9,12.7,0,0,0,0,0,146.9,12.6
2022-11-16,39.3,8.6,0,0,0,0,0,147,12.6
2022-11-17,42.2,11.2,0,0,0,0,0,146.4,12.6
2022-11-18,46.1,14.2,0,0,0,0,1,139.7,12
2022-11-19,43.1,6.7,0,0,0,0,0,142.9,12.4
2022-11-20,43.1,7.5,0,0,0,0,0,143.6,12.4
2022-11-21,45,8.5,0,0,0,0,0,142.8,12.4
2022-11-22,47,10.5,0,0,0,0,0,137.4,11.8
2022-11-23,43,9.4,0,0,0,0,1,118.1,10.2
2022-11-24,48.8,17.6,0,0,0,0,5.8,136.1,11.6
2022-11-25,46.1,11.4,0,0,0,0,0,136.3,11.7
2022-11-26,48.9,16.2,0,0,0,0,19.6,133.8,11.5
2022-11-27,46.1,17.5,0,0,0,0,28.5,133.3,11.6
2022-11-28,47.8,13.2,0,0,0,0,15.4,109.3,9.5
2022-11-29,39.7,9.4,0.012,4.17,0,0,52.7,119.6,10.3
2022-11-30,47.9,4.4,0,0,0,0,0,129.9,11.1
2022-12-01,56.7,16.4,0,0,0,0,3.1,105.8,9.1
2022-12-02,50,24.4,0,0,0,0,53.1,95.5,8.3
2022-12-03,53.9,21.3,0,0,0,0,34.1,73.9,6.4
2022-12-04,52.1,33.4,0.048,16.67,0,0,77,39,3.3
2022-12-05,49.9,31,0.012,4.17,0,0,55.5,72.8,6.5
