"sep=,"
07.01.2022 00:00:00,30803045,NaN,0,NaN,0,NaN
08.01.2022 00:00:00,30822139,NaN,0,NaN,0,NaN
09.01.2022 00:00:00,30841373,NaN,0,NaN,0,NaN
10.01.2022 00:00:00,30853113,NaN,0,NaN,0,NaN
11.01.2022 00:00:00,30873314,NaN,0,NaN,0,NaN
12.01.2022 00:00:00,30893624,NaN,0,NaN,0,NaN
13.01.2022 00:00:00,30912487,NaN,0,NaN,0,NaN
14.01.2022 00:00:00,30931970,NaN,0,NaN,0,NaN
15.01.2022 00:00:00,30952388,NaN,0,NaN,0,NaN
16.01.2022 00:00:00,30973746,NaN,0,NaN,0,NaN
17.01.2022 00:00:00,30995615,NaN,0,NaN,0,NaN
18.01.2022 00:00:00,31017951,NaN,0,NaN,0,NaN
19.01.2022 00:00:00,31037523,NaN,0,NaN,0,NaN
20.01.2022 00:00:00,31057651,NaN,0,NaN,0,NaN
21.01.2022 00:00:00,31077637,NaN,0,NaN,0,NaN
22.01.2022 00:00:00,31100679,NaN,0,NaN,0,NaN
23.01.2022 00:00:00,31107862,NaN,0,NaN,0,NaN
24.01.2022 00:00:00,31130786,NaN,0,NaN,0,NaN
25.01.2022 00:00:00,31154194,NaN,0,NaN,0,NaN
26.01.2022 00:00:00,31178393,NaN,0,NaN,0,NaN
27.01.2022 00:00:00,31194020,NaN,0,NaN,0,NaN
28.01.2022 00:00:00,31216859,NaN,0,NaN,0,NaN
29.01.2022 00:00:00,31240107,NaN,0,NaN,0,NaN
30.01.2022 00:00:00,31265400,NaN,0,NaN,0,NaN
31.01.2022 00:00:00,31290708,NaN,0,NaN,0,NaN
01.02.2022 00:00:00,31315815,NaN,0,NaN,0,NaN
02.02.2022 00:00:00,31336641,NaN,0,NaN,0,NaN
03.02.2022 00:00:00,31348421,NaN,0,NaN,0,NaN
04.02.2022 00:00:00,31371418,NaN,0,NaN,0,NaN
05.02.2022 00:00:00,31398371,NaN,0,NaN,0,NaN
06.02.2022 00:00:00,31424895,NaN,0,NaN,0,NaN
07.02.2022 00:00:00,31451855,NaN,0,NaN,0,NaN
08.02.2022 00:00:00,31478788,NaN,0,NaN,0,NaN
09.02.2022 00:00:00,31505410,NaN,0,NaN,0,NaN
10.02.2022 00:00:00,31531854,NaN,0,NaN,0,NaN
11.02.2022 00:00:00,31553987,NaN,0,NaN,0,NaN
12.02.2022 00:00:00,31579362,NaN,0,NaN,0,NaN
13.02.2022 00:00:00,31606157,NaN,0,NaN,0,NaN
14.02.2022 00:00:00,31632395,NaN,0,NaN,0,NaN
15.02.2022 00:00:00,31659473,NaN,0,NaN,0,NaN
16.02.2022 00:00:00,31686401,NaN,0,NaN,0,NaN
17.02.2022 00:00:00,31709195,NaN,0,NaN,0,NaN
18.02.2022 00:00:00,31727681,NaN,0,NaN,0,NaN
19.02.2022 00:00:00,31755960,NaN,0,NaN,0,NaN
20.02.2022 00:00:00,31784615,NaN,0,NaN,0,NaN
21.02.2022 00:00:00,31812805,NaN,0,NaN,0,NaN
22.02.2022 00:00:00,31840339,NaN,0,NaN,0,NaN
23.02.2022 00:00:00,31846910,NaN,0,NaN,0,NaN
24.02.2022 00:00:00,31851276,NaN,0,NaN,0,NaN
25.02.2022 00:00:00,31851284,NaN,0,NaN,0,NaN
26.02.2022 00:00:00,31866210,NaN,0,NaN,0,NaN
27.02.2022 00:00:00,31894242,NaN,0,NaN,0,NaN
28.02.2022 00:00:00,31926104,NaN,0,NaN,0,NaN
01.03.2022 00:00:00,NaN,NaN,0,NaN,0,NaN
02.03.2022 00:00:00,31988309,NaN,0,NaN,0,NaN
03.03.2022 00:00:00,32019339,NaN,0,NaN,0,NaN
04.03.2022 00:00:00,32049722,NaN,0,NaN,0,NaN
05.03.2022 00:00:00,32074112,NaN,0,NaN,0,NaN
06.03.2022 00:00:00,32088227,NaN,0,NaN,0,NaN
07.03.2022 00:00:00,32098863,NaN,0,NaN,0,NaN
08.03.2022 00:00:00,32107563,NaN,0,NaN,0,NaN
09.03.2022 00:00:00,NaN,NaN,0,NaN,0,NaN
10.03.2022 00:00:00,32162408,NaN,0,NaN,0,NaN
11.03.2022 00:00:00,32184277,NaN,0,NaN,0,NaN
12.03.2022 00:00:00,32191964,NaN,0,NaN,0,NaN
13.03.2022 00:00:00,32226682,NaN,0,NaN,0,NaN
14.03.2022 01:00:00,32259580,NaN,0,NaN,0,NaN
15.03.2022 01:00:00,32323692,NaN,0,NaN,0,NaN
16.03.2022 01:00:00,32356475,NaN,0,NaN,0,NaN
17.03.2022 01:00:00,32382457,NaN,0,NaN,0,NaN
18.03.2022 01:00:00,32415514,NaN,0,NaN,0,NaN
19.03.2022 01:00:00,32449511,NaN,0,NaN,0,NaN
20.03.2022 01:00:00,32475962,NaN,0,NaN,0,NaN
21.03.2022 01:00:00,32486049,NaN,0,NaN,0,NaN
22.03.2022 01:00:00,32518439,NaN,0,NaN,0,NaN
23.03.2022 01:00:00,32552590,NaN,0,NaN,0,NaN
24.03.2022 01:00:00,32588410,NaN,0,NaN,0,NaN
25.03.2022 01:00:00,32622783,NaN,0,NaN,0,NaN
26.03.2022 01:00:00,32656001,NaN,0,NaN,0,NaN
27.03.2022 01:00:00,32688823,NaN,0,NaN,0,NaN
28.03.2022 01:00:00,32721377,NaN,0,NaN,0,NaN
29.03.2022 01:00:00,32743577,NaN,0,NaN,0,NaN
30.03.2022 01:00:00,32765373,NaN,0,NaN,0,NaN
31.03.2022 01:00:00,32790787,NaN,0,NaN,0,NaN
01.04.2022 01:00:00,32817536,NaN,0,NaN,0,NaN
02.04.2022 01:00:00,32852071,NaN,0,NaN,0,NaN
03.04.2022 01:00:00,32886554,NaN,0,NaN,0,NaN
04.04.2022 01:00:00,32912132,NaN,0,NaN,0,NaN
05.04.2022 01:00:00,32945590,NaN,0,NaN,0,NaN
06.04.2022 01:00:00,32977808,NaN,0,NaN,0,NaN
07.04.2022 01:00:00,33015801,NaN,0,NaN,0,NaN
08.04.2022 01:00:00,33053224,NaN,0,NaN,0,NaN
09.04.2022 01:00:00,33088979,NaN,0,NaN,0,NaN
10.04.2022 01:00:00,33117027,NaN,0,NaN,0,NaN
11.04.2022 01:00:00,33145980,NaN,0,NaN,0,NaN
12.04.2022 01:00:00,33173569,NaN,0,NaN,0,NaN
13.04.2022 01:00:00,33194390,NaN,0,NaN,0,NaN
14.04.2022 01:00:00,33229176,NaN,0,NaN,0,NaN
15.04.2022 01:00:00,33260997,NaN,0,NaN,0,NaN
16.04.2022 01:00:00,33295268,NaN,0,NaN,0,NaN
17.04.2022 01:00:00,33329222,NaN,0,NaN,0,NaN
18.04.2022 01:00:00,33365155,NaN,0,NaN,0,NaN
19.04.2022 01:00:00,33393475,NaN,0,NaN,0,NaN
20.04.2022 01:00:00,33421365,NaN,0,NaN,0,NaN
21.04.2022 01:00:00,33456733,NaN,0,NaN,0,NaN
22.04.2022 01:00:00,33492010,NaN,0,NaN,0,NaN
23.04.2022 01:00:00,33512449,NaN,0,NaN,0,NaN
24.04.2022 01:00:00,33542711,NaN,0,NaN,0,NaN
25.04.2022 01:00:00,33570533,NaN,0,NaN,0,NaN
26.04.2022 01:00:00,33606560,NaN,0,NaN,0,NaN
27.04.2022 01:00:00,33633269,NaN,0,NaN,0,NaN
28.04.2022 01:00:00,33665855,NaN,0,NaN,0,NaN
29.04.2022 01:00:00,33697623,NaN,0,NaN,0,NaN
30.04.2022 01:00:00,33735207,NaN,0,NaN,0,NaN
01.05.2022 01:00:00,33772198,NaN,0,NaN,0,NaN
02.05.2022 01:00:00,33807165,NaN,0,NaN,0,NaN
03.05.2022 01:00:00,33844580,NaN,0,NaN,0,NaN
04.05.2022 01:00:00,33865657,NaN,0,NaN,0,NaN
05.05.2022 01:00:00,33897189,NaN,0,NaN,0,NaN
06.05.2022 01:00:00,33934342,NaN,0,NaN,0,NaN
07.05.2022 01:00:00,33970529,NaN,0,NaN,0,NaN
08.05.2022 01:00:00,34004777,NaN,0,NaN,0,NaN
09.05.2022 01:00:00,34040333,NaN,0,NaN,0,NaN
10.05.2022 01:00:00,34076412,NaN,0,NaN,0,NaN
11.05.2022 01:00:00,34111467,NaN,0,NaN,0,NaN
12.05.2022 01:00:00,34136782,NaN,0,NaN,0,NaN
13.05.2022 01:00:00,34175724,NaN,0,NaN,0,NaN
14.05.2022 01:00:00,34212757,NaN,0,NaN,0,NaN
15.05.2022 01:00:00,34249577,NaN,0,NaN,0,NaN
16.05.2022 01:00:00,34285808,NaN,0,NaN,0,NaN
17.05.2022 01:00:00,34316310,NaN,0,NaN,0,NaN
18.05.2022 01:00:00,34351570,NaN,0,NaN,0,NaN
19.05.2022 01:00:00,34387790,NaN,0,NaN,0,NaN
20.05.2022 01:00:00,34417714,NaN,0,NaN,0,NaN
21.05.2022 01:00:00,34454686,NaN,0,NaN,0,NaN
22.05.2022 01:00:00,34489919,NaN,0,NaN,0,NaN
23.05.2022 01:00:00,34522466,NaN,0,NaN,0,NaN
24.05.2022 01:00:00,34541158,NaN,0,NaN,0,NaN
25.05.2022 01:00:00,34577843,NaN,0,NaN,0,NaN
26.05.2022 01:00:00,34615620,NaN,0,NaN,0,NaN
27.05.2022 01:00:00,34651910,NaN,0,NaN,0,NaN
28.05.2022 01:00:00,34686009,NaN,0,NaN,0,NaN
29.05.2022 01:00:00,34716491,NaN,0,NaN,0,NaN
30.05.2022 01:00:00,34739872,NaN,0,NaN,0,NaN
31.05.2022 01:00:00,34772144,NaN,0,NaN,0,NaN
01.06.2022 01:00:00,34810069,NaN,0,NaN,0,NaN
02.06.2022 01:00:00,34846798,NaN,0,NaN,0,NaN
03.06.2022 01:00:00,34883512,NaN,0,NaN,0,NaN
04.06.2022 01:00:00,34917190,NaN,0,NaN,0,NaN
05.06.2022 01:00:00,34948397,NaN,0,NaN,0,NaN
06.06.2022 01:00:00,34981929,NaN,0,NaN,0,NaN
07.06.2022 01:00:00,35017047,NaN,0,NaN,0,NaN
08.06.2022 01:00:00,35052648,NaN,0,NaN,0,NaN
09.06.2022 01:00:00,35088052,NaN,0,NaN,0,NaN
10.06.2022 01:00:00,35122747,NaN,0,NaN,0,NaN
11.06.2022 01:00:00,35158030,NaN,0,NaN,0,NaN
12.06.2022 01:00:00,35191432,NaN,0,NaN,0,NaN
13.06.2022 01:00:00,35219605,NaN,0,NaN,0,NaN
14.06.2022 01:00:00,35250960,NaN,0,NaN,0,NaN
15.06.2022 01:00:00,35287694,NaN,0,NaN,0,NaN
16.06.2022 01:00:00,35324362,NaN,0,NaN,0,NaN
17.06.2022 01:00:00,35359067,NaN,0,NaN,0,NaN
18.06.2022 01:00:00,35381683,NaN,0,NaN,0,NaN
19.06.2022 01:00:00,35396963,NaN,0,NaN,0,NaN
20.06.2022 01:00:00,35425992,NaN,0,NaN,0,NaN
21.06.2022 01:00:00,35463811,NaN,0,NaN,0,NaN
22.06.2022 01:00:00,35491722,NaN,0,NaN,0,NaN
23.06.2022 01:00:00,35517120,NaN,0,NaN,0,NaN
24.06.2022 01:00:00,35547041,NaN,0,NaN,0,NaN
25.06.2022 01:00:00,35580645,NaN,0,NaN,0,NaN
26.06.2022 01:00:00,35605859,NaN,0,NaN,0,NaN
27.06.2022 01:00:00,35625191,NaN,0,NaN,0,NaN
28.06.2022 01:00:00,35660460,NaN,0,NaN,0,NaN
29.06.2022 01:00:00,35691340,NaN,0,NaN,0,NaN
30.06.2022 01:00:00,35716462,NaN,0,NaN,0,NaN
01.07.2022 01:00:00,35738374,NaN,0,NaN,0,NaN
02.07.2022 01:00:00,35764477,NaN,0,NaN,0,NaN
03.07.2022 01:00:00,35788641,NaN,0,NaN,0,NaN
04.07.2022 01:00:00,35814504,NaN,0,NaN,0,NaN
05.07.2022 01:00:00,35838557,NaN,0,NaN,0,NaN
06.07.2022 01:00:00,35856925,NaN,0,NaN,0,NaN
07.07.2022 01:00:00,35878270,NaN,0,NaN,0,NaN
08.07.2022 01:00:00,35914309,NaN,0,NaN,0,NaN
09.07.2022 01:00:00,35950003,NaN,0,NaN,0,NaN
10.07.2022 01:00:00,35976645,NaN,0,NaN,0,NaN
11.07.2022 01:00:00,36004247,NaN,0,NaN,0,NaN
12.07.2022 01:00:00,36032696,NaN,0,NaN,0,NaN
13.07.2022 01:00:00,36064730,NaN,0,NaN,0,NaN
14.07.2022 01:00:00,36099489,NaN,0,NaN,0,NaN
15.07.2022 01:00:00,36131636,NaN,0,NaN,0,NaN
16.07.2022 01:00:00,36163047,NaN,0,NaN,0,NaN
17.07.2022 01:00:00,36194983,NaN,0,NaN,0,NaN
18.07.2022 01:00:00,36227576,NaN,0,NaN,0,NaN
19.07.2022 01:00:00,36260004,NaN,0,NaN,0,NaN
20.07.2022 01:00:00,36293930,NaN,0,NaN,0,NaN
21.07.2022 01:00:00,36323921,NaN,0,NaN,0,NaN
22.07.2022 01:00:00,36355499,NaN,0,NaN,0,NaN
23.07.2022 01:00:00,36389261,NaN,0,NaN,0,NaN
24.07.2022 01:00:00,36422349,NaN,0,NaN,0,NaN
25.07.2022 01:00:00,36441110,NaN,0,NaN,0,NaN
26.07.2022 01:00:00,36465247,NaN,0,NaN,0,NaN
27.07.2022 01:00:00,36483470,NaN,0,NaN,0,NaN
28.07.2022 01:00:00,36503330,NaN,0,NaN,0,NaN
29.07.2022 01:00:00,36527087,NaN,0,NaN,0,NaN
30.07.2022 01:00:00,36541530,NaN,0,NaN,0,NaN
31.07.2022 01:00:00,36556803,NaN,0,NaN,0,NaN
01.08.2022 01:00:00,36586949,NaN,0,NaN,0,NaN
02.08.2022 01:00:00,36620196,NaN,0,NaN,0,NaN
03.08.2022 01:00:00,36654260,NaN,0,NaN,0,NaN
04.08.2022 01:00:00,36684246,NaN,0,NaN,0,NaN
05.08.2022 01:00:00,36711190,NaN,0,NaN,0,NaN
06.08.2022 01:00:00,36733765,NaN,0,NaN,0,NaN
07.08.2022 01:00:00,36762419,NaN,0,NaN,0,NaN
08.08.2022 01:00:00,36795957,NaN,0,NaN,0,NaN
09.08.2022 01:00:00,36825615,NaN,0,NaN,0,NaN
10.08.2022 01:00:00,36853338,NaN,0,NaN,0,NaN
11.08.2022 01:00:00,36873394,NaN,0,NaN,0,NaN
12.08.2022 01:00:00,36904618,NaN,0,NaN,0,NaN
13.08.2022 01:00:00,36935377,NaN,0,NaN,0,NaN
14.08.2022 01:00:00,36961910,NaN,0,NaN,0,NaN
15.08.2022 01:00:00,36989266,NaN,0,NaN,0,NaN
16.08.2022 01:00:00,37011529,NaN,0,NaN,0,NaN
17.08.2022 01:00:00,37043539,NaN,0,NaN,0,NaN
18.08.2022 01:00:00,37066516,NaN,0,NaN,0,NaN
19.08.2022 01:00:00,37087436,NaN,0,NaN,0,NaN
20.08.2022 01:00:00,37105932,NaN,0,NaN,0,NaN
21.08.2022 01:00:00,37127776,NaN,0,NaN,0,NaN
22.08.2022 01:00:00,37157928,NaN,0,NaN,0,NaN
23.08.2022 01:00:00,37188447,NaN,0,NaN,0,NaN
24.08.2022 01:00:00,37214254,NaN,0,NaN,0,NaN
25.08.2022 01:00:00,37238245,NaN,0,NaN,0,NaN
26.08.2022 01:00:00,37259761,NaN,0,NaN,0,NaN
27.08.2022 01:00:00,37280302,NaN,0,NaN,0,NaN
28.08.2022 01:00:00,37312725,NaN,0,NaN,0,NaN
29.08.2022 01:00:00,37342482,NaN,0,NaN,0,NaN
30.08.2022 01:00:00,37374724,NaN,0,NaN,0,NaN
31.08.2022 01:00:00,37402810,NaN,0,NaN,0,NaN
01.09.2022 01:00:00,37432228,NaN,0,NaN,0,NaN
02.09.2022 01:00:00,37461054,NaN,0,NaN,0,NaN
03.09.2022 01:00:00,37491611,NaN,0,NaN,0,NaN
04.09.2022 01:00:00,37519978,NaN,0,NaN,0,NaN
05.09.2022 01:00:00,37551443,NaN,0,NaN,0,NaN
06.09.2022 01:00:00,37581912,NaN,0,NaN,0,NaN
07.09.2022 01:00:00,37606673,NaN,0,NaN,0,NaN
08.09.2022 01:00:00,37637150,NaN,0,NaN,0,NaN
09.09.2022 01:00:00,37666605,NaN,0,NaN,0,NaN
10.09.2022 01:00:00,37696514,NaN,0,NaN,0,NaN
11.09.2022 01:00:00,37721964,NaN,0,NaN,0,NaN
12.09.2022 01:00:00,37749486,NaN,0,NaN,0,NaN
13.09.2022 01:00:00,37775872,NaN,0,NaN,0,NaN
14.09.2022 01:00:00,37789086,NaN,0,NaN,0,NaN
15.09.2022 01:00:00,37798097,NaN,0,NaN,0,NaN
16.09.2022 01:00:00,37826499,NaN,0,NaN,0,NaN
17.09.2022 01:00:00,37855359,NaN,0,NaN,0,NaN
18.09.2022 01:00:00,37886345,NaN,0,NaN,0,NaN
19.09.2022 01:00:00,37916895,NaN,0,NaN,0,NaN
20.09.2022 01:00:00,37937808,NaN,0,NaN,0,NaN
21.09.2022 01:00:00,37952346,NaN,0,NaN,0,NaN
22.09.2022 01:00:00,37958169,NaN,0,NaN,0,NaN
23.09.2022 01:00:00,37976271,NaN,0,NaN,0,NaN
24.09.2022 01:00:00,38006866,NaN,0,NaN,0,NaN
25.09.2022 01:00:00,38037564,NaN,0,NaN,0,NaN
26.09.2022 01:00:00,38067248,NaN,0,NaN,0,NaN
27.09.2022 01:00:00,38094096,NaN,0,NaN,0,NaN
28.09.2022 01:00:00,38112074,NaN,0,NaN,0,NaN
29.09.2022 01:00:00,38139204,NaN,0,NaN,0,NaN
30.09.2022 01:00:00,38157199,NaN,0,NaN,0,NaN
01.10.2022 01:00:00,38182904,NaN,0,NaN,0,NaN
02.10.2022 01:00:00,38196924,NaN,0,NaN,0,NaN
03.10.2022 01:00:00,38216875,NaN,0,NaN,0,NaN
04.10.2022 01:00:00,38233541,NaN,0,NaN,0,NaN
05.10.2022 01:00:00,38263206,NaN,0,NaN,0,NaN
06.10.2022 01:00:00,38282519,NaN,0,NaN,0,NaN
07.10.2022 01:00:00,38303253,NaN,0,NaN,0,NaN
08.10.2022 01:00:00,38327693,NaN,0,NaN,0,NaN
09.10.2022 01:00:00,38349671,NaN,0,NaN,0,NaN
10.10.2022 01:00:00,38374622,NaN,0,NaN,0,NaN
11.10.2022 01:00:00,38402395,NaN,0,NaN,0,NaN
12.10.2022 01:00:00,38430200,NaN,0,NaN,0,NaN
13.10.2022 01:00:00,38457942,NaN,0,NaN,0,NaN
14.10.2022 01:00:00,38485775,NaN,0,NaN,0,NaN
15.10.2022 01:00:00,38513520,NaN,0,NaN,0,NaN
16.10.2022 01:00:00,38540807,NaN,0,NaN,0,NaN
17.10.2022 01:00:00,38556957,NaN,0,NaN,0,NaN
18.10.2022 01:00:00,38578551,NaN,0,NaN,0,NaN
19.10.2022 01:00:00,38605188,NaN,0,NaN,0,NaN
20.10.2022 01:00:00,38632022,NaN,0,NaN,0,NaN
21.10.2022 01:00:00,38658570,NaN,0,NaN,0,NaN
22.10.2022 01:00:00,38684584,NaN,0,NaN,0,NaN
23.10.2022 01:00:00,38708942,NaN,0,NaN,0,NaN
24.10.2022 01:00:00,38728100,NaN,0,NaN,0,NaN
25.10.2022 01:00:00,38749526,NaN,0,NaN,0,NaN
26.10.2022 01:00:00,38776071,NaN,0,NaN,0,NaN
27.10.2022 01:00:00,38801180,NaN,0,NaN,0,NaN
28.10.2022 01:00:00,38807344,NaN,0,NaN,0,NaN
29.10.2022 01:00:00,38833616,NaN,0,NaN,0,NaN
30.10.2022 01:00:00,38857916,NaN,0,NaN,0,NaN
31.10.2022 01:00:00,38881084,NaN,0,NaN,0,NaN
01.11.2022 01:00:00,38906347,NaN,0,NaN,0,NaN
02.11.2022 01:00:00,38924334,NaN,0,NaN,0,NaN
03.11.2022 01:00:00,38948852,NaN,0,NaN,0,NaN
04.11.2022 01:00:00,38956062,NaN,0,NaN,0,NaN
05.11.2022 01:00:00,38971711,NaN,0,NaN,0,NaN
06.11.2022 01:00:00,38990927,NaN,0,NaN,0,NaN
07.11.2022 00:00:00,39012952,NaN,0,NaN,0,NaN
08.11.2022 00:00:00,39037413,NaN,0,NaN,0,NaN
09.11.2022 00:00:00,39061430,NaN,0,NaN,0,NaN
10.11.2022 00:00:00,39074816,NaN,0,NaN,0,NaN
11.11.2022 00:00:00,39090249,NaN,0,NaN,0,NaN
12.11.2022 00:00:00,39115263,NaN,0,NaN,0,NaN
13.11.2022 00:00:00,39135694,NaN,0,NaN,0,NaN
14.11.2022 00:00:00,39150352,NaN,0,NaN,0,NaN
15.11.2022 00:00:00,39172191,NaN,0,NaN,0,NaN
16.11.2022 00:00:00,39196591,NaN,0,NaN,0,NaN
17.11.2022 00:00:00,39220168,NaN,0,NaN,0,NaN
18.11.2022 00:00:00,39243839,NaN,0,NaN,0,NaN
12.11.2022 00:00:00,39115263,NaN,0,NaN,0,NaN
13.11.2022 00:00:00,39135694,NaN,0,NaN,0,NaN
14.11.2022 00:00:00,39150352,NaN,0,NaN,0,NaN
15.11.2022 00:00:00,39172191,NaN,0,NaN,0,NaN
16.11.2022 00:00:00,39196591,NaN,0,NaN,0,NaN
17.11.2022 00:00:00,39220168,NaN,0,NaN,0,NaN
18.11.2022 00:00:00,39243839,NaN,0,NaN,0,NaN
19.11.2022 00:00:00,39266418,NaN,0,NaN,0,NaN
20.11.2022 00:00:00,39289390,NaN,0,NaN,0,NaN
21.11.2022 00:00:00,39312462,NaN,0,NaN,0,NaN
22.11.2022 00:00:00,39335129,NaN,0,NaN,0,NaN
23.11.2022 00:00:00,39354200,NaN,0,NaN,0,NaN
24.11.2022 00:00:00,39369893,NaN,0,NaN,0,NaN
25.11.2022 00:00:00,39391423,NaN,0,NaN,0,NaN
26.11.2022 00:00:00,39412731,NaN,NaN,NaN,NaN,NaN
